group,replicate,fastq_1,fastq_2,antibody,control
ZNF830,1,fastq/BIGlebowski/ENCFF340GSU.fastq.gz,fastq/BIGlebowski/ENCFF167GOB.fastq.gz,ZNF830,input_control
ZNF830,2,fastq/BIGlebowski/ENCFF556XCJ.fastq.gz,fastq/BIGlebowski/ENCFF886VXN.fastq.gz,ZNF830,input_control
ZNF830,3,fastq/BIGlebowski/ENCFF415BMN.fastq.gz,fastq/BIGlebowski/ENCFF073TIY.fastq.gz,ZNF830,input_control
ZNF830,4,fastq/BIGlebowski/ENCFF502MLY.fastq.gz,fastq/BIGlebowski/ENCFF921RGY.fastq.gz,ZNF830,input_control
ZSCAN29,1,fastq/BIGlebowski/ENCFF752WRF.fastq.gz,fastq/BIGlebowski/ENCFF761OSS.fastq.gz,ZSCAN29,input_control
ZSCAN29,2,fastq/BIGlebowski/ENCFF368UTN.fastq.gz,fastq/BIGlebowski/ENCFF025FSC.fastq.gz,ZSCAN29,input_control
ZSCAN29,3,fastq/BIGlebowski/ENCFF959OBE.fastq.gz,fastq/BIGlebowski/ENCFF846BUV.fastq.gz,ZSCAN29,input_control
ZSCAN29,4,fastq/BIGlebowski/ENCFF684YTI.fastq.gz,fastq/BIGlebowski/ENCFF412VSI.fastq.gz,ZSCAN29,input_control
ZZZ3,1,fastq/BIGlebowski/ENCFF233HVB.fastq.gz,fastq/BIGlebowski/ENCFF778PUP.fastq.gz,ZZZ3,input_control
ZZZ3,2,fastq/BIGlebowski/ENCFF960PEL.fastq.gz,fastq/BIGlebowski/ENCFF491EOP.fastq.gz,ZZZ3,input_control
